13

1 0 0 0 0 0 0 0 0 0 0 0 0
1 1 0 0 0 0 0 0 0 0 0 0 0
1 1 1 0 0 0 0 0 0 0 0 0 0
1 1 1 1 0 0 0 0 0 0 0 0 0
1 1 1 1 1 0 0 0 0 0 0 0 0
1 1 1 1 1 1 0 0 0 0 0 0 0
1 1 1 1 1 1 1 0 0 0 0 0 0
1 1 1 1 0 0 1 1 0 0 0 0 0
1 1 1 1 0 0 1 1 1 0 0 0 0
1 1 1 1 0 0 0 1 1 1 0 0 0
1 1 1 1 0 0 0 1 1 1 1 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0

0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 1 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0

# +-----+---------------+
# |id   |description    |
# +-----+---------------+
# |0    |map bounds     |
# +-----+---------------+
# |1    |Terrain        |
# +-----+---------------+
# |2    |BrickTerrain   |
# +-----+---------------+
# |3    |ConcreteTerrain|
# +-----+---------------+
# |4    |PavementTerrain|
# +-----+---------------+
# |5    |BushTerrain    |
# +-----+---------------+
# |6    |WaterTerrain   |
# +-----+---------------+
# |7    |Tank           |
# +-----+---------------+
# |8    |PlayerTank     |
# +-----+---------------+
# |9    |Bullet         |
# +-----+---------------+
# |10   |LineBullet     |
# +-----+---------------+
# |11   |Bang           |
# +-----+---------------+
# |12   |SimpleBang     |
# +-----+---------------+
